batch,d_loss,g_loss,d_real,d_fake,wasserstein_distance
16461,-0.6484280824661255,0.7636662721633911,0.3280942440032959,-0.6321790218353271,0.960273265838623
16466,-0.5803671479225159,1.1088972091674805,0.2973775863647461,-0.5196226239204407,0.8170002102851868
16471,-0.5891710519790649,1.1769444942474365,-0.43270552158355713,-1.3591454029083252,0.9264398813247681
16476,-0.8464362621307373,1.2818455696105957,-0.4155065417289734,-1.4759602546691895,1.060453712940216
16481,-0.4824705421924591,-0.42388680577278137,1.1060312986373901,0.43086206912994385,0.6751692295074463
16486,-0.2416890412569046,-0.35866862535476685,0.9290566444396973,0.4981484115123749,0.4309082329273224
16491,-0.3194836676120758,0.5868769884109497,-0.21909642219543457,-0.8415775895118713,0.6224811673164368
16496,-0.5593320727348328,0.6061996817588806,0.2516189217567444,-0.5876072645187378,0.8392261862754822
16501,-0.9560171365737915,1.0760352611541748,0.08630657196044922,-1.1390548944473267,1.2253614664077759
16506,-0.5068057775497437,0.8264970779418945,-0.2740430235862732,-1.0730668306350708,0.7990238070487976
16511,-0.6946371793746948,0.35005638003349304,1.2012269496917725,0.2894898056983948,0.9117371439933777
16516,-1.0117708444595337,0.53941810131073,1.0530729293823242,-0.20248177647590637,1.2555547058582306
16521,-0.14667463302612305,0.39126312732696533,-0.2739398777484894,-0.7243654131889343,0.45042553544044495
16526,-0.21476291120052338,0.6717791557312012,0.10572399944067001,-0.31988033652305603,0.42560433596372604
16531,-0.5998205542564392,0.5491308569908142,0.08245527744293213,-0.815058708190918,0.8975139856338501
16536,-0.5131212472915649,1.6204140186309814,-0.8699172735214233,-1.5852339267730713,0.715316653251648
16541,-0.4896811842918396,-0.5166487097740173,0.7053256034851074,-0.10846507549285889,0.8137906789779663
16546,-0.44951629638671875,-0.07020685076713562,1.0430259704589844,0.3244931399822235,0.7185328304767609
16551,-0.459019273519516,0.22120064496994019,0.7997541427612305,0.12235735356807709,0.6773967891931534
16556,-0.432184100151062,1.6544463634490967,-0.9366922378540039,-1.6608381271362305,0.7241458892822266
16561,-0.15373682975769043,1.0627331733703613,-0.6684170961380005,-1.0955137014389038,0.4270966053009033
16566,-0.2737310528755188,0.34648340940475464,0.04270905256271362,-0.42409491539001465,0.46680396795272827
16571,-0.6008530855178833,0.03177955001592636,0.7923003435134888,0.017758488655090332,0.7745418548583984
16576,-1.1124097108840942,-0.22764268517494202,1.4892927408218384,0.15687093138694763,1.3324218094348907
16581,-0.4321446716785431,0.01647423952817917,0.7807852029800415,0.14198645949363708,0.6387987434864044
16586,-0.28258615732192993,0.8311067819595337,-0.09395551681518555,-0.6305490732192993,0.5365935564041138
16591,-0.38036006689071655,0.16681627929210663,0.8887250423431396,0.3185974955558777,0.570127546787262
16596,-0.9335616230964661,1.8913307189941406,-0.8281445503234863,-1.993458867073059,1.1653143167495728
16601,-0.5749801397323608,0.3440832793712616,0.30686861276626587,-0.488913893699646,0.7957825064659119
16606,-0.6132454872131348,-0.42391806840896606,0.8202955722808838,-0.09502048790454865,0.9153160601854324
16611,-0.6785640716552734,-0.5863858461380005,1.8464001417160034,0.956069827079773,0.8903303146362305
16616,-0.8058470487594604,0.013685442507266998,0.9947872161865234,-0.09855443239212036,1.0933416485786438
16621,-0.6561963558197021,1.110219955444336,-0.5621026754379272,-1.494372844696045,0.9322701692581177
16626,-0.5211792588233948,1.519315481185913,-0.5176302790641785,-1.2966220378875732,0.7789917588233948
16631,-0.5384168028831482,0.13528504967689514,0.19480770826339722,-0.5308799147605896,0.7256876230239868
16636,-0.6705559492111206,0.14933520555496216,1.1297531127929688,0.15120764076709747,0.9785454720258713
16641,-0.999284029006958,0.6464409232139587,0.611193835735321,-0.6581004858016968,1.2692943215370178
16646,-0.7319507002830505,0.6871728897094727,-0.18028953671455383,-1.0956861972808838,0.91539666056633
16651,-0.2680415213108063,1.3397448062896729,-0.6604558229446411,-1.1412487030029297,0.4807928800582886
16656,-0.6302353143692017,1.5481292009353638,-0.9046805500984192,-1.8260586261749268,0.9213780760765076
